start	end	text
0	3000	Today is 7th.
3000	4000	7th?
4000	5000	Oh, shit.
5000	6000	Okay.
6000	7000	I'll change the...
7000	8000	Okay.
8000	9000	Stream is live.
9000	10000	Change the date.
10000	11000	7th.
11000	14000	So, I started recording.
14000	17000	My bad.
18000	20000	So, hey.
20000	21000	Welcome to the stream.
21000	25000	We already started talking about something and then realized that we haven't been streaming.
25000	27000	And I have been recording instead.
27000	29000	So, let me quickly correct that mistake.
29000	36000	And so, now that you go live, we were talking about how do we want to approach the format
36000	38000	and the medium and the brand.
38000	40000	So, let me quickly correct that mistake.
40000	46000	And so, now that you go live, we were talking about how do we want to approach the format
46000	51000	and the medium and the brand, et cetera, et cetera, and what are the things that drives
51000	55000	the momentum as well as what are the things that gives us more energy to continue forward
55000	59000	doing the same thing as in things that we enjoy.
59000	64000	So, with that said, with that brief context, I don't want to dig too deep into that because
64000	68000	we were in the middle of our conversation.
68000	72000	I'll hand it over to Kosta who was speaking at the last moment.
72000	74000	Go ahead, Kosta.
75000	82000	The question was that how do we use the things that we have now to kind of build, you know,
82000	89000	not to call it a content pipeline as much as different areas of work that we want to get to.
89000	97000	And the core of it is that there are a bunch of ideas floating around that is probably
97000	102000	valuable to audiences beyond just the two of us.
102000	108000	And what we would like to do is maybe take them into forms of blog posts as a podcast,
108000	113000	eventually building onto some software, some, you know, usable things.
113000	118000	But then instead of looking at these things as separate things that we have to produce,
118000	123000	like not to be in a stage where, you know, hey, write 10 blog posts this month,
123000	127000	two podcasts this month, and I don't think either of us wants to get into this.
127000	132000	So instead, one of the suggestions was that why don't we use these weekly discussions
132000	141000	as stage zero, which is the most malleable part of the entire initiative.
141000	146000	Over three to four such iterations in a month, we would have three to four such sessions,
146000	151000	which brings us to stage one, at which point distil or extract the information
151000	155000	and categorize the information that has been created in these discussions,
155000	159000	which then goes on to build blog posts, goes on to inform podcasts,
159000	164000	but then and any other forms that come in.
164000	171000	But for any audience member, anybody listening in, the part that I was just saying last
171000	176000	and I guess there would have something different or addition to say here is I see different
176000	180000	levels of engagement as different levels of what we were talking about the orbit model in
181000	187000	and how that kind of changes the concept of looking at communities as a funnel
187000	192000	that you get community members at the top of the funnel, they slowly filter down.
192000	198000	Instead of that, look at communities as objects orbiting around the central body.
198000	203000	The central body of that solar system, so to say, would be the initiative
203000	206000	or the project that you are building people around.
206000	210000	So in that sense, these stages are sort of the inner workings.
210000	215000	So these are very inner layers of the orbit.
215000	221000	And then like blog posts and all you can get to how much more malleable that form is
221000	224000	for us to maybe act on any feedback that comes in.
224000	227000	So that's probably a bit vague.
227000	234000	But the idea is that we start with this and roll out anything new that comes off of this data.
236000	238000	How does that sound?
238000	242000	Yeah, that sounds good.
242000	244000	Right.
244000	251000	To put my focus back into the part that you started with, not to call it a content pipeline,
251000	253000	but the stages.
253000	259000	How about I kind of lay down those like stages as they're coming into my head
259000	261000	and then figure that part out.
261000	265000	So say, for example, the first initial part would be thinking out loud,
265000	267000	which is what we are doing.
267000	271000	So first audience is us, like you and me, essentially, right?
271000	274000	So basically, we are thinking ourselves out loud.
274000	280000	And we are doing so through this streaming thingy.
280000	286000	So some people might want to watch this live and participate in that process.
286000	289000	They would pose the question live.
289000	291000	I'm not talking about right now.
291000	294000	I'm talking about in its more mature stage.
294000	298000	So they would want to come along for the journey, essentially,
298000	301000	and be live participants of what is being discussed.
301000	303000	That's stage one.
303000	305000	We are the stage zero.
305000	307000	That is stage one.
307000	312000	The next ones would be the people who watch the world next day.
312000	316000	Another layer would be people who hang out on our Discord server or something like that,
316000	319000	something of that kind, like more real-time community support.
319000	321000	I'm not saying Discord has to be it.
321000	322000	It can be Slack. It can be Discord.
322000	326000	It can be some other more decentralized or federated mechanism, metrics.
326000	328000	That's not the point.
328000	335000	The point is like real-time communication, more of a real-time communication platform,
335000	339000	where they can post questions, have discussions on that.
339000	343000	So it basically becomes a community, like another layer of community.
343000	348000	And the layer above that becomes the ones who read the blog posts or newsletters,
348000	354000	whatever you want to call it, on a particular time basis.
354000	358000	Or maybe there will be a level below that,
358000	366000	people who see the curated posts on different mediums we share it on,
366000	370000	Twitter or LinkedIn or other places where it gets shared.
370000	371000	They read about it.
371000	375000	Okay, they understand that there are these people doing something called Anthropoceneershare
375000	376000	or something like that.
376000	381000	And then the layer above that is people who subscribe to the channels or blog posts
381000	385000	and watch the video when they're published on a monthly basis or something like that.
385000	387000	So these can be the things.
387000	389000	I may have missed some things.
389000	394000	If you give it some time and figure out maybe we can document this whole thing together
394000	398000	and pack together, then we have a more complete picture of how to go about it.
399000	407000	And I think that's already a reasonably good distribution.
407000	412000	And in all of these cases, like you said, it's also the level of engagement,
412000	416000	which is what I called as malleability of the project under the hood.
416000	419000	Because at this stage, any question coming in, we can respond to that,
419000	422000	which will influence the course of the discussion.
422000	427000	Over time, anything that happens in the community can influence the course of discussion
427000	430000	in the next iteration.
430000	434000	Anything that comes up through the blog posts will probably improve that blog post
434000	436000	and potentially improve something that we write next.
436000	441000	So, you know, like how malleable, it's like your distance from the center.
441000	445000	So that's what I'm saying. This is a good way of you have basically adopted that orbit
445000	447000	of thinking into this.
447000	448000	I love that model though.
448000	449000	Yeah.
449000	450000	I love that model.
450000	451000	Yeah.
451000	456000	Cool. So that kind of that kind of like so basically we are aligned there.
457000	460000	Would you say like or do we have any kind of decoherence there?
460000	464000	Because I would love to like those are the points more important to me than
464000	470000	like setting up the base correct is more important to me than the particular topic of this month
470000	472000	or topic of this day, essentially.
472000	473000	That's what I'm saying.
473000	479000	Because unless we figure out a way to sustainably do this for a long course of time, right?
480000	487000	Doing a magic trick for a day is not what is going to get us further.
487000	489000	Anyways, that's why I was getting it.
489000	494000	Cool. So with that said, we were talking about the future of software
494000	499000	and you were talking about scoping this out so that it's valuable for people you are talking about.
499000	508000	So with this new light, I can say that let's not think about it in terms of what would be the scope
508000	509000	that would be valuable.
509000	511000	Let's talk about the whole thing.
511000	513000	And then in retrospect, we can choose that.
513000	515000	Hey, this is the part that.
515000	525000	So do you think in your organization the practices that you're following is effective by doing X, Y and Z?
525000	529000	What if I can show you that's not the case and you could do this instead?
529000	534000	What if like which kind of teams should use flow based programming?
535000	538000	Or rather same thing about are you a hardware organization
538000	542000	and you're following the software practices of build fast, break fast kind of approach?
542000	547000	Do you know that in hardware that doesn't work so well as it does for software?
547000	548000	And they're not the same thing.
548000	551000	Hardware, you should plan more better in those kind of ways.
551000	557000	Like the concepts that we kind of take readily, but not necessarily are true for.
557000	561000	It doesn't apply everywhere or new light that can be shed on something.
561000	570000	We can then pick those topics out and put them on a funnel for like can be presented better in a sense,
570000	573000	not part of the only the real time discussion that we had.
573000	581000	So with that said, there doesn't need to be in my mind a certain kind of boundary that we need to follow or maintain here.
581000	590000	This can be extreme raw stream of thoughts, as long as it's not something that is a boundary bordering on illegal or something.
590000	593000	I don't think there's any problem with that.
593000	595000	Even that's a restriction.
595000	600000	I would eventually want to get lifted, but not possible now.
600000	604000	So I'm sticking with it.
604000	611000	So I think I want to double down back on the build fast, break fast.
611000	613000	Is that what you said?
613000	616000	So that is like fast iteration approach, right?
616000	618000	So it doesn't have to be perfect.
618000	619000	Build something.
619000	625000	Let's see how well does it work if something doesn't put another layer of bandaid on top of it.
625000	626000	And now it does.
626000	628000	And now it's better.
628000	630000	Yeah, we can say that.
630000	636000	So I want to start there because I feel like it's something that talks very close to my heart.
636000	641000	As in the issue that I lost your video.
641000	643000	No, it's fine.
643000	646000	I'm just switching. Sorry about that.
646000	647000	No worries.
647000	660000	So the build fast, break fast or like ship quick and every other such phrases that software development has gathered.
660000	661000	Yeah.
661000	666000	And there is one fundamental issue with those approaches.
667000	673000	And this is way more overlooked than I would like to have.
673000	676000	So that's I guess just one area that I wanted to begin with.
676000	684000	And just to pick on why build the base, like spend time building the base is important, even though it looks like you are building very slow.
684000	686000	You're not shipping at all.
687000	698000	The difference between the two is if you chart to build fast and break fast sort of iteration, you get from zero to ten very fast.
698000	700000	You can do that. Right.
700000	707000	But in the process, what slows down as your breakages happen?
707000	717000	Because you're breaking your like what build fast break fast kind of translates to is where you don't worry about backwards compatibility of a project because you're like I am shipping it.
717000	719000	I can ship all client instances.
719000	726000	Everybody will be on the same version and things would go perfectly like as if you've solved the distribution problem.
726000	728000	So this is one facet of it.
728000	732000	But the other facet of it is as your patches come in.
732000	738000	As more and more patches come in, your builds become slower and slower and slower.
738000	741000	So you are breaking fast, but you're not building fast enough.
741000	746000	And over time, the rate of your iteration slows down.
746000	758000	And which means any new feature at some point you make statements like this, that this system was not designed to accommodate those issues in the first place.
758000	760000	So you have hit a threshold condition.
760000	767000	But most of the time, if we really dissect that issue, what you will find is it's not that the system was not built.
767000	771000	It's that the system has had so many patchworks, so many band-aids.
771000	779000	It is standing on such a thin edge that any one more, you know, like when the Jenga is like that full last break will collapse it.
779000	782000	You know, it kind of gets to that stage.
782000	788000	So build fast and break fast essentially slows down your iterative pace over time.
788000	793000	So how do you then go back to building a foundation?
793000	795000	What should that foundation do for you?
795000	803000	If you're starting off a new project, if you're starting as a new software project, you're starting off on a new learning whatever.
803000	807000	But let's stick to the software project area right now.
807000	817000	If you focus on building out the systems first that help you iterate fast in the future, there is a difference between the two.
817000	821000	In build fast and break fast, even though you're saying that we want to iterate fast and ship fast,
821000	829000	you're often not taking care of other things that break because you say that this is collateral cost at acceptable to breaking.
829000	835000	And in the other format, you are saying that, OK, I know systems will break.
835000	838000	Things do software breaks, there are errors.
838000	848000	But what I want is to have the ability to iterate very fast, ship out and update very fast, no matter how pervasive the issue may be.
848000	850000	Or if I'm building something new, how can I ship on that?
850000	858000	Which means as a software team, especially let's say you're building a new SaaS product, build out your platform team first,
858000	864000	make your any core runtime, any core technical decisions, lock them in.
864000	869000	Make sure that you have evaluated things that you want to work with.
869000	876000	So, for example, any standard SaaS, you don't want to bicker about what database to use.
876000	882000	You definitely don't want to bicker about how should the schema be structured if you're building a new service.
883000	888000	You don't want to bicker about what should be the API standard or that, hey, I want APIs to be built this way,
888000	892000	which means there are certain standardization, which is what forms the base.
892000	902000	But that is the thing that you tend to first that your first shipment is to your consumer is the internal team,
902000	906000	which they can use to then iterate fast on top of it.
906000	916000	So, what that does is pretty much the blue line on this chart is it takes you off to a slow start.
916000	924000	But then you get to this point of incremental returns where cumulative returns start pushing you broader.
924000	934000	And with such a system, the key line can pretty much be open, scalable, community-driven processes,
934000	940000	making giant improvements right after that threshold kicks off because you're not stuck in the same loop.
940000	943000	You're not breaking as much anymore.
943000	948000	Yeah, going gets easier as you get going, essentially.
948000	951000	So, the reasons are labeled R and K.
951000	952000	And I'll come back to that.
952000	962000	There is a very good reason with all that you explained about how putting more time in figuring stuff out works well
962000	967000	and why you think so and why I think so, but many people don't.
967000	976000	It boils down to a very different theory that they don't seem coherent, but they're absolutely exactly that way,
976000	984000	which is why in the hardware industry, if you go for that R selection strategy, you would fail miserably.
984000	985000	You have to do K.
985000	986000	You have to do K.
986000	994000	And in the software industry, the way the gratification is modeled, if you are fast to market,
994000	1002000	albeit with stupider products, and you got some people subscribed to that IDR model,
1002000	1006000	now when your better version comes out, they already are subscribed to it.
1006000	1009000	So you have more as in thing to play with.
1009000	1014000	And you only can get more people out of that because your product can only get better in a sense.
1014000	1021000	And for anybody new coming in, if they go with the K model, by the time they get to the crossover point,
1021000	1030000	chances are that trend has already surpassed, that entire market has been utilized.
1030000	1039000	Now, that is true and that was true, however, in a time where R and K followed a very different timeline.
1039000	1045000	And the K selection actually needed a long time to actually be competitive.
1045000	1052000	Now, with the new kind of tools, you can make K itself faster.
1052000	1061000	You can plan faster, plan better, and actually cross the limit set points very aggressively than before,
1061000	1070000	whereas R will always get stuck at some point and get like the going will get tough for it as it continues going forward
1070000	1074000	because it didn't start with enough groundwork to sustain that.
1074000	1076000	It becomes a jenga block.
1076000	1086000	So now those two curves follow two different styles of evolution.
1087000	1096000	One is a tortoise laying 500 eggs and basically leaving it be going over.
1096000	1102000	Think of those 500 eggs as 500 different ideas built for breakfast.
1102000	1106000	Half of them would not even make it to the sea for the first time ever.
1106000	1111000	Some of them would, one of them might, but laying more number of eggs
1111000	1120000	gives the opportunity for maximum variance or variable, variabilities to be explored, which one gets selected.
1120000	1127000	So if you're trying to make a selection, like which kind of selection would work better, that works very well in evolution.
1127000	1130000	Lay more eggs. Don't worry much about it.
1130000	1135000	Move on to your life. Next year, come back and lay 500 more eggs.
1135000	1139000	That's it. Life is easy. You don't have to do much.
1139000	1149000	Whereas if you go up the food chain or like the, how do you say, like the success chain of the evolutionary species, what humans do,
1149000	1154000	like we spend our 18 years, first 18 years being kid.
1154000	1161000	Like not only that we have, we like something can things can go wrong.
1161000	1164000	There are other entities will make sure things don't go wrong.
1164000	1168000	They will give you that lower hanging part that you haven't built up yet.
1168000	1173000	They'll give you that will make you get you to that catch up point where you can cross over.
1173000	1179000	Now you are adult. Now go make break boundaries up to you.
1179000	1189000	Right. So that happens only in species who have found out their niche or the selection has already been selected.
1189000	1193000	Say, for example, sharks don't evolve as much as other species.
1193000	1196000	They have been they have been formed before dinosaurs.
1196000	1200000	They're still there. Right.
1200000	1204000	The reason being they have found their niche.
1204000	1211000	Even if you go for a homogenous species, like snakes, for example, two different species of snakes can behave to completely different.
1211000	1217000	A king cobra actually is a viviparous, not viviparous.
1217000	1222000	So it gives birth to baby snakes, which is awkward and weird.
1222000	1230000	It takes care of those baby snakes like is not expected out of snake like their lowest form of reptiles in a sense.
1230000	1235000	Right. Why is that the case? If you think about it, OK, what does it do in a food chain?
1235000	1239000	It eats other snakes is basically breaking that boundary.
1239000	1244000	That green set point is basically transcending over what it is said to be.
1245000	1249000	It's like a ratatouille. You're said to be a mouse, but you have become a chef.
1249000	1257000	It's almost like that way. If you need to break that kind of boundary, if you have to like set any kind of sublime,
1257000	1263000	like become something that other people perceive as sublime, then you have to go the case selection mechanism.
1263000	1273000	You cannot have excellence going by the art selection, but the art selection is what gives you the tools to work with for the case selection.
1273000	1283000	So the entire whole point that I was trying to build is that not one can be thrown out for the sake of the other.
1283000	1289000	However, one needs to find the balance is neither of those things alone is sufficient.
1289000	1297000	If you get too comfortable in your skin in the case selection model, one certain asteroid will come and wipe your entire not only species,
1297000	1309000	but entire ecology out because you are too comfortable being large and big and breathing too much oxygen and cannot burrow under the ground.
1309000	1317000	So that's what ends up happening. So if you want to sustain and survive, you need both.
1317000	1326000	However, you need to pick and choose the balance how much of innovation of art you want and how much planning of key you want.
1326000	1338000	Usually that balance, usually whenever people say something is good, we have a tendency to do only that, like overdo those things.
1338000	1347000	So completely like off the salt, like would never touch salt ever again, that kind of thing.
1347000	1353000	We tend to overdo that. So those kind of practices is where the challenge is like.
1353000	1358000	How do you think? First of all, do you see the point that I was trying to make?
1358000	1366000	Is did I explain it enough or did I like not explaining the screen back?
1366000	1369000	As in you just share it again.
1369000	1374000	Oh, OK. I just I crossed it as in I didn't save it.
1374000	1376000	Didn't save it. OK. Yeah.
1376000	1381000	So anyhow, I was back as in I can.
1382000	1385000	I was showing it back as in I I stopped showing.
1385000	1388000	That's what you mentioned.
1388000	1390000	And if you can share it again. Oh, sorry.
1390000	1393000	No, I like I have to draw it again. Yeah.
1393000	1400000	So the thing that I was trying to get to, and I think you did a very good segue to it is that the time it takes, right?
1400000	1410000	Because one of the things to look at and again, whether the key or the art flow, it depends on what your destination is.
1410000	1420000	Like if you are doing something that is really wrong, then because there are chances that the results of your computation of the information that you need won't be available for a few years.
1420000	1422000	So there is a way to get whatever.
1422000	1431000	So the key curve can take the advantage of varying time, a specific milestone or a specific inflection point to be precise exists.
1432000	1443000	Now, if you want to actually maximize this area, I would have asked you to shade the RK intersection.
1443000	1453000	Yes, because the best way to then combine both because you need the short bursts of acceleration.
1453000	1462000	Again, if you look at agile processes and scrum, you always have this concept of spikes, right, which are your exploratory area.
1462000	1477000	The very interesting pattern that emerges when you chart it this way is you kind of get to a tangential like a diagonal double helix that forms as a result of the constant intersections of the R and K lines.
1477000	1480000	And which is your step function.
1480000	1481000	Tick tock model.
1481000	1483000	It's called tick tock tick tock model.
1483000	1487000	And they've introduced it for their processor generation.
1487000	1488000	One shrinks the die size.
1488000	1491000	One increases the number of processor.
1491000	1505000	And the point I'm trying to say is that the double helical structure exists in nature in exactly these kind of situations that where there is a contention between the energy usage and time.
1505000	1507000	Or efficiency over time.
1507000	1513000	Or there is this constant correlation because there are two things that are time orbiting around each other.
1513000	1524000	So what this would look like if I am to map this to physics, if this would look like a binary star system pacing through the galaxy or through a universe, the route that they will chart.
1524000	1532000	The important thing is that your R and K have bounded like they have attraction towards each other.
1532000	1540000	If your R and K separate, if they diverge, then you at some point would choose a certain way.
1540000	1541000	And that's fine.
1541000	1545000	Like divergence is also good in some areas.
1545000	1551000	Like let's say you have you have hit that area where you know that you found your niche and you want to carry on on the K trajectory.
1551000	1555000	It's OK to then detach from the R trajectory.
1555000	1563000	But what would soon happen is after a while, the same patterns would emerge because again, this is fundamentally a step function.
1563000	1573000	You have to flat line and then you have to climb again, which is why I was saying that the best thing to then do is look at how do you combine innovation?
1573000	1581000	So that if you shared that area between R and K, the reason I was saying that what that is, it's your safety margin.
1582000	1587000	That R cannot exceed a certain boundary before K catching up.
1587000	1596000	So if you then just continue on that front, it it also means that those are stable.
1596000	1599000	When you wrote E here, what was your E?
1599000	1603000	Entropy, but energy fits just fine.
1603000	1606000	OK, I went to energy.
1606000	1608000	I was like something doesn't feel right.
1608000	1611000	So you see what you're saying that, yeah.
1611000	1615000	I am saying the classic dualist philosophy.
1615000	1617000	I got it.
1617000	1619000	I see it that way, by the way.
1619000	1621000	But this is not the first time.
1621000	1629000	So you can go on this double helical process, but the double helical grows over time.
1629000	1635000	What to watch out for is yet if E is entropy, this makes all the more sense.
1635000	1641000	That this curve should kind of be a linear and mildly.
1641000	1649000	If you chart the intersection points of R and K and plot that, it should be nearly linear.
1649000	1650000	Yeah, it would be.
1650000	1659000	In fact, the best equilibrium, you are doing it perfect when it is a perfect 45 degree angle on the E by T chart.
1660000	1668000	This one that is a perfect charting the growth of entropy over time and having some points where you are merging back.
1668000	1671000	So that's quite a lot of theory.
1671000	1683000	But then how does this boil down to what we are talking of building the base that are these discussions are pretty much the R line.
1683000	1687000	That it's the upward curve of the R line.
1687000	1694000	And at some point, if we continue along the R line, we are going to not produce anything that is worthwhile and we are going to flatten out.
1694000	1696000	There won't be newer ideas.
1696000	1708000	The K line here is something that is taking whatever is there, creating that baseline, meeting up to meet like a publishing point.
1708000	1716000	Now, when let's let's mark that as like E1T1 sort of, let's say the first inflection point.
1716000	1723000	First, let me mark this inflection point, this point.
1723000	1728000	Yeah. So this after this first inflection point, something interesting is happening.
1728000	1737000	If you notice, the R is sort of taking a period of recovery where it is catching up.
1737000	1742000	But in that point, the K line actually has a lot to catch up on.
1742000	1747000	So that publishing the feedback and everything comes in some sort of stabilized delivery.
1747000	1749000	Meanwhile, this needs to build up.
1749000	1753000	So one interesting, I mean, this is, of course, hand drawn.
1753000	1759000	But when you plot it, what's going to happen is your R would never dip below its current Y levels.
1759000	1764000	Your R would flatten and then go up again.
1764000	1772000	So these the P here is one of those key inflection release points.
1772000	1782000	Whenever you are at this P, each time you can take a call on whether for further like which direction to go next.
1782000	1787000	Because from there, you can choose key. I want to do another burst of development.
1787000	1792000	But in any case, it ends up looking like a double helical pattern.
1792000	1799000	Which is why I do not promote like personally to go for either one of those approach.
1799000	1805000	And if you notice, we haven't been doing either one of those approach by itself.
1805000	1809000	What we did is that we kept the idea generation factory.
1809000	1815000	This R as it is untouched. Go ahead, do your thing.
1815000	1818000	Right. At some point you will hit a ceiling or something like that.
1818000	1821000	No more ideas coming out. I don't know when that will happen.
1821000	1826000	If that does, but we are not tying it with success of the whole thing to that only.
1826000	1830000	We're saying, you know, let's talk about how do we classify that categorize that?
1830000	1835000	How do you set up the platform in a way that part of the discussion was the case selection.
1835000	1837000	Right. So we did both at the same time.
1837000	1848000	And that is the ideal approach to go on about it is because how at ease both those like the two parts of the double helical structure is with with itself.
1848000	1860000	So the moment when we come to the inflection point where the distribution mechanism is having same amount of success as the idea generation one.
1860000	1867000	So idea generation has told enough and the distribution mechanism has reason enough to come to the point.
1867000	1877000	That's when we have to switch our mindset about, hey, do we need to cover more ground, more areas that we can cover?
1877000	1883000	And this mechanism of distribution that works is just let more subscribers come in.
1883000	1889000	Whatever people were talking about or listening to, let them talk about it, listen to that and think it will keep on going there.
1889000	1891000	It will flatline much later, much after.
1891000	1896000	By that time, let's think about whether there are more ideas to talk about.
1896000	1900000	Right. So that way, it will keep on shifting perspective.
1900000	1908000	We have to put a little more here, a little more effort there, a little more effort there at the cost of putting a little less effort here or there.
1908000	1911000	And that way, like they will go back and forth.
1911000	1917000	But this idea identifying those inflection points is where the actual.
1917000	1927000	So if I had to talk about like how tech CEOs or basically CXOs should think about these kind of things, it would be.
1927000	1931000	Not only them, for anybody for that matter, it makes the same sense.
1931000	1941000	But how do your priorities, the two aspects of it, where do they meet and at which point you should decide that you need to shift gears in either one of those?
1941000	1944000	Because this battle between.
1944000	1948000	Have you watched WALL-E, the movie?
1948000	1954000	There is a space thing where WALL-E and EVA goes in a spiral.
1954000	1959000	That's exactly what it ends up looking if it is not drawn poorly on MS Paint.
1959000	1962000	So that's that's what I was getting at.
1962000	1965000	So that's what it will constantly change and shift.
1965000	1970000	And that is a good good way. No case selection is perfect case selection for forever.
1970000	1977000	The world, the reality, the universe would put blockers in your in front of you that you would need to rethink about it.
1977000	1984000	You need to shift perspective and change up some of the parameters to make it fit better and know our selection is going to be better as well.
1984000	1991000	But yes, by definition, it will flatten out if you don't start to reorganize that.
1991000	1994000	I have so many examples for this. I don't know.
1994000	1998000	Can you name the green plane?
1998000	2003000	So that is how the progress looks like from zoomed out.
2003000	2006000	Put a marker to it so that I can refer to it.
2006000	2009000	So it's P, the progress. I thought P was the point.
2009000	2013000	Oh, OK. So that I should have called the point P as like, OK, wait, infection.
2013000	2017000	So it's it can be I. I don't I don't want to acknowledge the infection.
2017000	2021000	I said just name the name the axis. If that's P, then that's fine.
2021000	2027000	Now, the important thing to remember is why in our discussions,
2027000	2030000	at least some of these places where these things work out,
2030000	2038000	because if you map this to the functioning of a good product and development team in most software organizations,
2038000	2042000	the R is your product management who are going out,
2042000	2047000	exploring possibilities, coming back to you with arguments, the K catches up.
2047000	2052000	Then there is the R going down below the K is the period where product management is
2052000	2054000	gathering feedback for something that has been shipped.
2054000	2062000	Meanwhile, there is a constant thing that is going on, like full pleasure development going on.
2062000	2068000	What's going on? Because by then you are validating at one point that goes and then you again come back out.
2068000	2075000	Right. So the green, what is important in this is if you want to independently
2075000	2078000	control the rate of R and K, you might fail.
2078000	2081000	It might look like it is intuitive that I can, of course, turn.
2081000	2088000	But no, the important thing is the green line, the P plane that wherever you are going,
2088000	2093000	the P plane should target there, which means if you are going somewhere,
2093000	2102000	you don't have a lot of time, your P plane will be far more sloped upwards so that you reach at the end of the point.
2102000	2106000	But what this mainly looks like. Yeah.
2108000	2114000	So it's basically matter and anti-matter in a sense, like how much it goes above the progress line.
2114000	2118000	It also you also have to have that much below the progress.
2118000	2121000	Anyways, yeah, one of the things I want to.
2121000	2126000	The reason I said this is important is I said about the double helical structure.
2126000	2135000	So if you just draw the chart, the distance from the like the delta R with the delta from P at each point,
2135000	2142000	and then you do delta K from P, you should never do R to K as a straight thing.
2142000	2149000	You should always branch off from P. So your P is kind of ideal where I want to go to.
2149000	2155000	So that is if you then look at two stars revolving around each other, running around the galaxy.
2155000	2160000	If you can plot their movement, you will get the orbit of both the suns.
2160000	2165000	Right. Yes. And that is the important factor that where is the thing going?
2165000	2173000	Because the way you nudge this system to go in any other direction is by changing where that green would end up.
2173000	2183000	Right. So basically, the green is the barycenter of those two like two body system is the barycenter where other two things are basically revolving around.
2183000	2189000	So in this setup, over time, it would be considered as access, essentially.
2189000	2195000	Yeah. Now, why this is more important is you need to look at this.
2195000	2203000	It's of course over T. So it's a it's a state machine slash motion snapshot, whatever.
2203000	2207000	The critical thing to know is this is a very simplified version.
2207000	2213000	This is a very simplified version. This is a like simplified in the sense this is a reduced version.
2213000	2220000	In real world, you would have at least three or four such accesses pulling along each other.
2220000	2224000	But you would probably be able to call them as R1, R2 and K1, K2.
2224000	2229000	You can broadly group them in these two opposing forces categories.
2229000	2234000	The reason is it's like imagine all of Jupiter's moons orbiting around Jupiter.
2234000	2239000	What does that look like that you have that many groups like things going on?
2239000	2243000	Right. So one of the common things that comes up in most product,
2243000	2251000	especially the sort of software product who are more tuned to community that they want to take in community feedback,
2251000	2260000	is there is a friction between internally on should I prioritize community feedback or should I prioritize what my CEO wants?
2260000	2267000	And that presents a very weird but very difficult to solve friction as well.
2267000	2272000	And one way to address that is again be true to your T plane.
2272000	2282000	If you have a clear enough idea of where that is, you can just map a community feedback on the distance like chart the delta R from P.
2282000	2289000	See if it is within acceptable range, in which case treat is just as the same as any internal team member has suggested it.
2289000	2297000	Right. That it is on that curve where I see delta R reducing over time till it intersects with K.
2297000	2301000	So we speak maths.
